"respID","obsID","alt","choice","price","fuelEconomy","accelTime","powertrain"
9,81,3,0,15,25,7,"elec"
9,82,1,0,20,30,8,"gas"
9,82,2,1,20,20,6,"gas"
9,82,3,0,25,25,8,"elec"
9,83,1,0,20,20,6,"elec"
9,83,2,0,20,25,7,"gas"
9,83,3,1,15,30,8,"elec"
9,84,1,0,25,30,6,"elec"
9,84,2,1,15,30,7,"elec"
9,84,3,0,20,30,6,"elec"
9,85,1,1,15,20,8,"gas"
9,85,2,0,15,20,7,"elec"
9,85,3,0,25,25,8,"elec"
9,86,1,1,20,20,8,"gas"
9,86,2,0,25,25,6,"gas"
9,86,3,0,25,20,6,"elec"
9,87,1,1,20,30,7,"gas"
9,87,2,0,15,25,8,"elec"
9,87,3,0,25,25,8,"elec"
9,88,1,1,15,25,7,"gas"
9,88,2,0,25,30,8,"elec"
9,88,3,0,25,20,7,"gas"
9,89,1,1,15,20,6,"elec"
9,89,2,0,25,25,8,"gas"
9,89,3,0,20,30,8,"elec"
9,90,1,0,20,20,8,"elec"
9,90,2,1,20,30,8,"gas"
9,90,3,0,25,20,7,"elec"
10,91,1,0,25,25,6,"gas"
10,91,2,1,15,20,8,"elec"
10,91,3,0,25,25,7,"elec"
10,92,1,0,20,25,6,"elec"
10,92,2,1,20,20,8,"gas"
10,92,3,0,25,25,6,"elec"
10,93,1,1,20,30,8,"gas"
10,93,2,0,20,25,6,"elec"
10,93,3,0,25,25,6,"elec"
10,94,1,0,25,20,7,"gas"
10,94,2,1,25,20,6,"gas"
10,94,3,0,25,20,7,"elec"
10,95,1,0,20,30,6,"elec"
10,95,2,0,20,20,8,"elec"
10,95,3,1,15,30,8,"gas"
10,96,1,0,15,25,7,"elec"
10,96,2,1,20,20,8,"gas"
10,96,3,0,20,25,6,"elec"
10,97,1,0,20,20,8,"gas"
10,97,2,0,20,30,8,"gas"
10,97,3,1,15,25,8,"gas"
10,98,1,1,20,20,7,"elec"
10,98,2,0,25,20,7,"elec"
10,98,3,0,25,20,6,"elec"
10,99,1,1,20,30,6,"gas"
10,99,2,0,20,20,7,"gas"
10,99,3,0,25,25,7,"gas"
10,100,1,0,15,20,8,"gas"
10,100,2,1,15,30,7,"gas"
10,100,3,0,20,20,6,"gas"
11,101,1,0,20,30,7,"gas"
11,101,2,0,15,20,7,"elec"
11,101,3,1,15,25,6,"gas"
11,102,1,0,20,25,6,"elec"
11,102,2,1,15,30,6,"gas"
11,102,3,0,25,20,8,"elec"
11,103,1,0,25,30,7,"gas"
11,103,2,1,20,20,6,"gas"
11,103,3,0,20,20,8,"elec"
11,104,1,0,25,25,6,"gas"
11,104,2,1,15,20,7,"elec"
11,104,3,0,25,25,7,"gas"
11,105,1,0,20,20,6,"elec"
11,105,2,1,15,20,7,"gas"
11,105,3,0,25,30,6,"elec"
11,106,1,1,15,25,6,"gas"
11,106,2,0,15,20,7,"elec"
11,106,3,0,25,30,6,"elec"
11,107,1,0,20,20,7,"elec"
11,107,2,0,25,30,6,"elec"
11,107,3,1,20,25,8,"gas"
11,108,1,1,20,25,7,"gas"
11,108,2,0,20,20,7,"gas"
11,108,3,0,20,25,6,"elec"
11,109,1,0,20,20,6,"gas"
11,109,2,1,20,25,7,"gas"
11,109,3,0,20,20,8,"gas"
11,110,1,1,20,25,6,"gas"
11,110,2,0,25,30,6,"gas"
11,110,3,0,15,30,8,"elec"
12,111,1,0,20,20,6,"elec"
12,111,2,1,15,30,7,"elec"
12,111,3,0,25,20,8,"gas"
12,112,1,0,20,30,8,"elec"
12,112,2,1,15,20,8,"elec"
12,112,3,0,25,20,7,"elec"
12,113,1,1,15,25,6,"elec"
12,113,2,0,20,25,6,"gas"
12,113,3,0,20,20,7,"gas"
12,114,1,1,15,30,7,"gas"
12,114,2,0,25,30,7,"elec"
12,114,3,0,25,20,8,"gas"
12,115,1,1,15,25,6,"gas"
12,115,2,0,25,25,8,"gas"
12,115,3,0,20,30,7,"gas"
12,116,1,1,15,20,8,"elec"
12,116,2,0,25,25,7,"elec"
12,116,3,0,25,20,7,"gas"
12,117,1,0,20,20,6,"gas"
12,117,2,1,20,20,7,"gas"
12,117,3,0,25,25,6,"gas"
12,118,1,1,15,20,7,"gas"
12,118,2,0,20,20,7,"gas"
12,118,3,0,15,30,8,"gas"
12,119,1,1,15,30,7,"elec"
12,119,2,0,20,20,8,"elec"
12,119,3,0,25,25,6,"elec"
12,120,1,1,25,25,6,"gas"
12,120,2,0,25,20,8,"elec"
12,120,3,0,25,20,6,"elec"
13,121,1,1,15,20,8,"elec"
13,121,2,0,25,30,7,"elec"
13,121,3,0,25,25,7,"gas"
13,122,1,1,15,20,8,"gas"
13,122,2,0,25,30,6,"gas"
13,122,3,0,25,25,8,"elec"
13,123,1,0,20,30,8,"elec"
13,123,2,0,25,30,6,"elec"
13,123,3,1,25,25,7,"gas"
13,124,1,1,20,30,6,"gas"
13,124,2,0,25,30,8,"gas"
13,124,3,0,20,25,7,"elec"
13,125,1,0,20,20,8,"gas"
13,125,2,0,25,20,8,"gas"
13,125,3,1,15,25,8,"gas"
13,126,1,1,15,20,8,"gas"
13,126,2,0,20,30,7,"gas"
13,126,3,0,25,25,8,"gas"
13,127,1,0,25,25,8,"gas"
13,127,2,0,15,20,8,"elec"
13,127,3,1,25,30,6,"gas"
13,128,1,0,20,20,7,"gas"
13,128,2,0,25,20,7,"gas"
13,128,3,1,20,30,7,"gas"
13,129,1,0,25,30,7,"elec"
13,129,2,1,15,25,6,"elec"
13,129,3,0,15,20,6,"elec"
13,130,1,1,15,25,6,"elec"
13,130,2,0,25,20,7,"gas"
13,130,3,0,25,25,6,"elec"
14,131,1,0,25,25,7,"elec"
14,131,2,1,20,20,8,"gas"
14,131,3,0,20,30,6,"elec"
14,132,1,0,25,25,8,"elec"
14,132,2,1,20,30,8,"elec"
14,132,3,0,15,30,8,"elec"
14,133,1,0,25,20,8,"gas"
14,133,2,1,15,30,6,"elec"
14,133,3,0,25,20,8,"elec"
14,134,1,1,15,30,8,"elec"
14,134,2,0,20,30,6,"gas"
14,134,3,0,25,20,8,"gas"
14,135,1,1,15,20,8,"gas"
14,135,2,0,25,30,6,"elec"
14,135,3,0,25,20,7,"gas"
14,136,1,0,25,20,8,"elec"
14,136,2,1,20,30,6,"gas"
14,136,3,0,25,20,8,"gas"
14,137,1,0,20,20,8,"elec"
14,137,2,0,25,20,6,"gas"
14,137,3,1,20,25,8,"gas"
14,138,1,0,20,25,7,"gas"
14,138,2,1,15,25,7,"gas"
14,138,3,0,20,20,7,"gas"
14,139,1,0,20,30,7,"elec"
14,139,2,0,25,20,8,"gas"
14,139,3,1,15,25,7,"gas"
14,140,1,0,20,20,8,"gas"
14,140,2,1,15,25,8,"gas"
14,140,3,0,15,30,6,"elec"
15,141,1,1,15,25,6,"gas"
15,141,2,0,20,25,8,"elec"
15,141,3,0,20,30,6,"gas"
15,142,1,1,15,30,6,"gas"
15,142,2,0,25,30,8,"gas"
15,142,3,0,25,25,6,"elec"
15,143,1,0,25,20,8,"gas"
15,143,2,1,15,20,8,"gas"
15,143,3,0,25,20,6,"gas"
15,144,1,0,20,25,8,"elec"
15,144,2,1,15,20,6,"elec"
15,144,3,0,25,30,8,"gas"
15,145,1,1,15,30,8,"gas"
15,145,2,0,15,30,7,"elec"
15,145,3,0,15,25,8,"elec"
15,146,1,0,20,20,6,"gas"
15,146,2,0,25,20,6,"gas"
15,146,3,1,15,20,7,"elec"
15,147,1,0,20,20,7,"gas"
15,147,2,1,15,30,8,"gas"
15,147,3,0,20,20,6,"elec"
15,148,1,0,15,25,7,"gas"
15,148,2,0,20,25,7,"gas"
15,148,3,1,15,30,8,"gas"
15,149,1,1,15,20,7,"gas"
15,149,2,0,15,25,7,"gas"
15,149,3,0,25,25,6,"gas"
15,150,1,1,15,25,7,"elec"
15,150,2,0,25,20,7,"elec"
15,150,3,0,25,25,8,"elec"
16,151,1,1,15,20,7,"elec"
16,151,2,0,25,20,6,"elec"
16,151,3,0,15,20,6,"elec"
16,152,1,0,25,25,8,"gas"
16,152,2,1,20,20,6,"gas"
16,152,3,0,15,20,7,"elec"
16,153,1,1,15,25,7,"elec"
16,153,2,0,20,20,7,"gas"
16,153,3,0,25,30,7,"elec"
16,154,1,0,25,30,6,"gas"
16,154,2,1,25,30,8,"gas"
16,154,3,0,25,20,7,"gas"
16,155,1,0,20,25,7,"gas"
16,155,2,1,15,20,7,"gas"
16,155,3,0,20,30,6,"elec"
16,156,1,1,25,25,6,"gas"
16,156,2,0,20,20,7,"elec"
16,156,3,0,25,20,7,"elec"
16,157,1,0,20,20,7,"gas"
16,157,2,1,20,30,6,"gas"
16,157,3,0,20,30,8,"elec"
16,158,1,1,15,30,8,"elec"
16,158,2,0,25,20,8,"elec"
16,158,3,0,25,20,6,"gas"
16,159,1,1,15,25,8,"gas"
16,159,2,0,20,30,6,"gas"
16,159,3,0,15,25,7,"gas"
16,160,1,0,25,25,7,"gas"
16,160,2,1,20,20,6,"gas"
16,160,3,0,15,25,7,"elec"
17,161,1,0,25,30,8,"gas"
17,161,2,0,25,25,8,"elec"
17,161,3,1,15,25,6,"elec"
17,162,1,0,15,20,6,"elec"
17,162,2,0,25,25,6,"gas"
17,162,3,1,15,20,8,"elec"
17,163,1,1,20,25,6,"gas"
17,163,2,0,25,25,8,"gas"
17,163,3,0,25,30,6,"elec"
17,164,1,0,15,20,7,"gas"
17,164,2,0,15,20,8,"elec"
17,164,3,1,15,20,8,"gas"
17,165,1,1,15,25,7,"gas"
17,165,2,0,25,25,7,"gas"
17,165,3,0,20,20,6,"gas"
17,166,1,1,15,25,7,"gas"
17,166,2,0,20,30,8,"elec"
17,166,3,0,20,30,7,"gas"
17,167,1,0,20,25,7,"elec"
17,167,2,0,25,30,6,"gas"
17,167,3,1,15,25,7,"gas"
17,168,1,0,25,20,8,"gas"
17,168,2,0,20,20,7,"gas"
17,168,3,1,15,30,7,"elec"
17,169,1,0,25,25,6,"elec"
17,169,2,1,15,25,7,"elec"
17,169,3,0,15,30,6,"elec"
17,170,1,1,20,20,7,"gas"
17,170,2,0,15,20,8,"elec"
17,170,3,0,25,30,7,"elec"
18,171,1,0,20,25,6,"gas"
18,171,2,0,25,30,8,"gas"
18,171,3,1,15,25,8,"elec"
18,172,1,0,20,25,8,"gas"
18,172,2,0,20,20,6,"elec"
18,172,3,1,15,20,8,"gas"
18,173,1,1,20,20,8,"gas"
18,173,2,0,25,20,8,"gas"
18,173,3,0,25,20,7,"elec"
18,174,1,0,25,25,6,"gas"
18,174,2,0,25,25,8,"elec"
18,174,3,1,15,25,8,"gas"
18,175,1,0,25,25,8,"elec"
18,175,2,0,20,25,6,"elec"
18,175,3,1,15,30,6,"elec"
18,176,1,0,25,30,7,"elec"
18,176,2,0,20,30,7,"elec"
18,176,3,1,15,20,6,"elec"
18,177,1,0,25,25,6,"gas"
18,177,2,1,15,25,7,"gas"
18,177,3,0,15,20,6,"gas"
18,178,1,1,15,30,8,"gas"
18,178,2,0,25,30,8,"gas"
18,178,3,0,20,30,7,"elec"
18,179,1,0,25,20,7,"elec"
18,179,2,1,15,25,7,"gas"
18,179,3,0,15,20,8,"elec"
18,180,1,0,25,20,6,"elec"
18,180,2,1,20,30,7,"gas"
18,180,3,0,25,30,7,"gas"
19,181,1,0,20,30,7,"elec"
19,181,2,0,25,25,7,"elec"
19,181,3,1,25,20,7,"gas"
19,182,1,0,25,20,8,"elec"
19,182,2,0,25,25,8,"elec"
19,182,3,1,20,30,6,"gas"
19,183,1,0,20,30,8,"elec"
19,183,2,1,15,25,6,"gas"
19,183,3,0,20,25,7,"gas"
19,184,1,1,20,20,6,"gas"
19,184,2,0,25,25,6,"elec"
19,184,3,0,25,20,6,"gas"
19,185,1,0,20,30,7,"elec"
19,185,2,1,25,25,6,"gas"
19,185,3,0,25,20,6,"elec"
19,186,1,0,15,20,6,"elec"
19,186,2,1,15,20,8,"gas"
19,186,3,0,25,20,6,"gas"
19,187,1,0,25,20,6,"gas"
19,187,2,0,20,25,7,"elec"
19,187,3,1,15,25,7,"elec"
19,188,1,0,25,20,8,"elec"
19,188,2,0,20,25,6,"elec"
19,188,3,1,25,30,7,"gas"
19,189,1,0,15,20,7,"elec"
19,189,2,1,15,25,7,"gas"
19,189,3,0,25,25,6,"gas"
19,190,1,1,15,25,7,"elec"
19,190,2,0,20,30,7,"gas"
19,190,3,0,25,30,7,"elec"
20,191,1,0,15,25,6,"elec"
20,191,2,0,15,30,6,"elec"
20,191,3,1,20,25,8,"gas"
20,192,1,0,25,20,6,"elec"
20,192,2,1,15,20,6,"gas"
20,192,3,0,15,20,7,"gas"
20,193,1,0,25,30,8,"gas"
20,193,2,0,25,25,7,"gas"
20,193,3,1,15,25,6,"gas"
20,194,1,1,20,30,6,"elec"
20,194,2,0,25,20,7,"gas"
20,194,3,0,20,20,6,"elec"
20,195,1,0,15,25,8,"elec"
20,195,2,1,15,25,8,"gas"
20,195,3,0,15,20,6,"elec"
20,196,1,1,15,30,6,"elec"
20,196,2,0,20,30,6,"gas"
20,196,3,0,25,25,7,"gas"
20,197,1,0,20,20,7,"gas"
20,197,2,1,20,25,6,"gas"
20,197,3,0,25,20,8,"gas"
20,198,1,0,25,20,6,"gas"
20,198,2,1,20,20,8,"gas"
20,198,3,0,20,20,6,"gas"
20,199,1,0,15,30,8,"elec"
20,199,2,0,20,25,8,"gas"
20,199,3,1,15,25,7,"gas"
20,200,1,1,15,30,8,"elec"
20,200,2,0,15,25,7,"elec"
20,200,3,0,15,20,7,"elec"
21,201,1,1,15,30,6,"elec"
21,201,2,0,25,30,6,"elec"
21,201,3,0,20,20,6,"elec"
21,202,1,1,15,20,7,"gas"
21,202,2,0,25,30,6,"elec"
21,202,3,0,25,20,8,"gas"
21,203,1,1,20,30,6,"gas"
21,203,2,0,20,20,6,"elec"
21,203,3,0,25,25,6,"gas"
21,204,1,1,15,20,7,"gas"
21,204,2,0,25,25,6,"elec"
21,204,3,0,20,30,8,"elec"
21,205,1,0,25,20,8,"gas"
21,205,2,1,15,30,6,"gas"
21,205,3,0,20,30,6,"elec"
21,206,1,0,20,20,6,"elec"
21,206,2,1,15,20,8,"gas"
21,206,3,0,25,20,8,"elec"
21,207,1,0,25,20,6,"gas"
21,207,2,1,15,20,8,"gas"
21,207,3,0,15,25,7,"gas"
21,208,1,0,25,30,7,"elec"
21,208,2,0,20,20,6,"elec"
21,208,3,1,15,20,8,"gas"
21,209,1,0,25,30,8,"gas"
21,209,2,1,25,20,6,"gas"
21,209,3,0,25,30,8,"elec"
21,210,1,1,15,20,7,"gas"
21,210,2,0,25,20,8,"gas"
21,210,3,0,15,20,6,"gas"
22,211,1,1,20,30,7,"gas"
22,211,2,0,25,25,7,"elec"
22,211,3,0,20,25,6,"elec"
22,212,1,0,20,25,7,"gas"
22,212,2,0,20,20,7,"gas"
22,212,3,1,15,30,7,"gas"
22,213,1,0,25,30,7,"elec"
22,213,2,1,20,30,8,"gas"
22,213,3,0,25,25,7,"gas"
22,214,1,0,20,25,7,"gas"
22,214,2,1,25,30,7,"gas"
22,214,3,0,20,30,7,"gas"
22,215,1,0,25,30,6,"gas"
22,215,2,0,25,20,6,"gas"
22,215,3,1,15,25,7,"elec"
22,216,1,1,15,25,8,"gas"
22,216,2,0,20,30,8,"elec"
22,216,3,0,25,25,8,"elec"
22,217,1,0,25,30,7,"elec"
22,217,2,1,25,25,7,"gas"
22,217,3,0,20,20,7,"elec"
22,218,1,0,20,30,8,"gas"
22,218,2,0,25,25,6,"gas"
22,218,3,1,15,20,6,"gas"
22,219,1,1,15,30,8,"gas"
22,219,2,0,25,30,6,"gas"
22,219,3,0,25,25,7,"gas"
22,220,1,0,25,25,7,"elec"
22,220,2,1,15,30,8,"gas"
22,220,3,0,20,25,8,"gas"
23,221,1,0,25,20,6,"gas"
23,221,2,0,15,20,8,"elec"
23,221,3,1,20,20,7,"gas"
23,222,1,0,25,25,8,"gas"
23,222,2,0,15,20,7,"elec"
23,222,3,1,15,20,7,"gas"
23,223,1,0,25,25,7,"elec"
23,223,2,1,15,20,8,"elec"
23,223,3,0,25,20,8,"elec"
23,224,1,0,20,20,7,"elec"
23,224,2,0,15,20,6,"elec"
23,224,3,1,20,20,7,"gas"
23,225,1,0,25,30,6,"elec"
23,225,2,1,15,30,8,"gas"
23,225,3,0,20,20,6,"elec"
23,226,1,1,15,20,6,"elec"
23,226,2,0,15,25,7,"elec"
23,226,3,0,15,30,8,"elec"
23,227,1,1,15,25,6,"gas"
23,227,2,0,20,25,7,"elec"
23,227,3,0,25,25,6,"gas"
23,228,1,0,25,30,7,"elec"
23,228,2,1,20,20,7,"gas"
23,228,3,0,20,25,6,"elec"
23,229,1,1,15,30,7,"gas"
23,229,2,0,25,30,6,"elec"
23,229,3,0,25,30,8,"gas"
23,230,1,0,20,30,8,"gas"
23,230,2,0,25,20,6,"elec"
23,230,3,1,15,25,8,"gas"
24,231,1,0,20,25,6,"elec"
24,231,2,1,15,25,8,"elec"
24,231,3,0,15,30,7,"elec"
24,232,1,0,25,30,7,"elec"
24,232,2,0,25,30,6,"gas"
24,232,3,1,20,25,7,"gas"
24,233,1,1,15,20,7,"gas"
24,233,2,0,15,25,6,"elec"
24,233,3,0,25,20,8,"elec"
24,234,1,0,25,30,8,"elec"
24,234,2,0,25,20,7,"elec"
24,234,3,1,25,20,8,"gas"
24,235,1,0,25,25,8,"elec"
24,235,2,0,20,25,8,"elec"
24,235,3,1,20,20,7,"gas"
24,236,1,1,15,30,8,"gas"
24,236,2,0,20,30,6,"elec"
24,236,3,0,25,20,6,"elec"
24,237,1,0,25,25,7,"gas"
24,237,2,0,25,30,8,"gas"
24,237,3,1,15,25,6,"elec"
24,238,1,0,15,20,6,"elec"
24,238,2,0,20,20,7,"elec"
24,238,3,1,15,25,8,"elec"
24,239,1,0,25,30,8,"gas"
24,239,2,1,15,25,6,"gas"
24,239,3,0,20,30,6,"gas"
24,240,1,1,15,25,7,"gas"
24,240,2,0,20,20,7,"elec"
24,240,3,0,20,20,8,"gas"
25,241,1,0,20,30,7,"gas"
25,241,2,1,20,30,8,"gas"
25,241,3,0,25,20,8,"gas"
25,242,1,0,25,30,6,"elec"
25,242,2,0,25,25,8,"gas"
25,242,3,1,20,25,7,"gas"
25,243,1,0,25,20,7,"gas"
25,243,2,1,20,30,6,"elec"
25,243,3,0,25,30,6,"gas"
25,244,1,0,20,25,6,"elec"
25,244,2,1,15,25,6,"gas"
25,244,3,0,25,30,8,"elec"
25,245,1,0,25,20,8,"gas"
