"respID","obsID","alt","choice","price","fuelEconomy","accelTime","powertrain","group"
6,54,3,0,20,20,6,"elec","A"
6,55,1,0,25,25,7,"gas","A"
6,55,2,1,25,30,6,"gas","A"
6,55,3,0,25,30,7,"gas","A"
6,56,1,1,25,20,6,"gas","A"
6,56,2,0,20,30,6,"elec","A"
6,56,3,0,25,20,7,"elec","A"
6,57,1,0,25,25,7,"elec","A"
6,57,2,0,25,25,8,"elec","A"
6,57,3,1,15,30,6,"gas","A"
6,58,1,1,25,25,8,"gas","A"
6,58,2,0,20,20,6,"elec","A"
6,58,3,0,25,20,8,"gas","A"
6,59,1,0,25,20,7,"gas","A"
6,59,2,0,25,30,7,"elec","A"
6,59,3,1,20,25,6,"elec","A"
6,60,1,0,25,30,7,"gas","A"
6,60,2,0,25,20,6,"gas","A"
6,60,3,1,20,20,8,"gas","A"
7,61,1,1,20,30,7,"elec","A"
7,61,2,0,20,25,8,"elec","A"
7,61,3,0,25,30,6,"gas","A"
7,62,1,0,25,30,8,"gas","A"
7,62,2,1,20,30,7,"elec","A"
7,62,3,0,25,30,6,"gas","A"
7,63,1,0,25,30,6,"elec","A"
7,63,2,0,25,20,6,"elec","A"
7,63,3,1,25,30,6,"gas","A"
7,64,1,0,20,30,8,"gas","A"
7,64,2,0,25,20,8,"gas","A"
7,64,3,1,15,25,7,"gas","A"
7,65,1,0,15,20,7,"gas","A"
7,65,2,1,15,30,8,"gas","A"
7,65,3,0,25,25,7,"gas","A"
7,66,1,0,25,25,7,"elec","A"
7,66,2,0,20,30,8,"elec","A"
7,66,3,1,15,30,8,"elec","A"
7,67,1,0,25,25,7,"elec","A"
7,67,2,1,25,30,6,"gas","A"
7,67,3,0,25,20,7,"gas","A"
7,68,1,0,20,20,6,"elec","A"
7,68,2,1,15,20,8,"gas","A"
7,68,3,0,25,30,8,"elec","A"
7,69,1,0,15,30,8,"elec","A"
7,69,2,0,25,20,6,"gas","A"
7,69,3,1,15,20,8,"gas","A"
7,70,1,0,25,25,7,"gas","A"
7,70,2,0,20,30,6,"elec","A"
7,70,3,1,15,25,7,"elec","A"
8,71,1,1,15,30,7,"gas","A"
8,71,2,0,25,25,8,"elec","A"
8,71,3,0,15,25,8,"gas","A"
8,72,1,0,20,20,6,"elec","A"
8,72,2,1,15,20,8,"gas","A"
8,72,3,0,20,30,7,"gas","A"
8,73,1,1,15,25,8,"elec","A"
8,73,2,0,20,25,6,"elec","A"
8,73,3,0,15,25,6,"elec","A"
8,74,1,0,20,25,6,"elec","A"
8,74,2,0,25,25,7,"gas","A"
8,74,3,1,15,20,8,"elec","A"
8,75,1,0,15,20,8,"elec","A"
8,75,2,0,25,25,6,"gas","A"
8,75,3,1,15,20,6,"elec","A"
8,76,1,0,20,30,7,"elec","A"
8,76,2,1,15,30,7,"gas","A"
8,76,3,0,25,30,7,"elec","A"
8,77,1,0,15,30,6,"elec","A"
8,77,2,0,15,20,6,"elec","A"
8,77,3,1,15,30,7,"elec","A"
8,78,1,1,20,20,7,"elec","A"
8,78,2,0,20,20,7,"gas","A"
8,78,3,0,25,20,8,"gas","A"
8,79,1,1,15,20,8,"elec","A"
8,79,2,0,20,25,6,"elec","A"
8,79,3,0,25,20,8,"elec","A"
8,80,1,0,25,25,8,"gas","A"
8,80,2,0,15,30,6,"elec","A"
8,80,3,1,15,25,7,"gas","A"
9,81,1,1,15,25,6,"gas","A"
9,81,2,0,15,25,6,"elec","A"
9,81,3,0,25,30,8,"gas","A"
9,82,1,0,20,25,7,"elec","A"
9,82,2,1,15,25,6,"gas","A"
9,82,3,0,25,20,6,"gas","A"
9,83,1,0,20,20,7,"elec","A"
9,83,2,1,15,30,7,"elec","A"
9,83,3,0,20,25,8,"elec","A"
9,84,1,0,25,20,7,"elec","A"
9,84,2,1,15,30,6,"gas","A"
9,84,3,0,20,30,6,"elec","A"
9,85,1,0,25,25,7,"gas","A"
9,85,2,1,20,25,7,"elec","A"
9,85,3,0,25,20,7,"gas","A"
9,86,1,0,20,20,8,"elec","A"
9,86,2,0,25,20,6,"elec","A"
9,86,3,1,15,30,8,"elec","A"
9,87,1,0,25,30,6,"gas","A"
9,87,2,1,15,30,8,"gas","A"
9,87,3,0,20,30,6,"elec","A"
9,88,1,0,20,25,6,"gas","A"
9,88,2,0,25,25,6,"gas","A"
9,88,3,1,20,20,6,"gas","A"
9,89,1,0,25,20,6,"gas","A"
9,89,2,0,20,20,8,"gas","A"
9,89,3,1,15,25,7,"elec","A"
9,90,1,0,20,20,8,"elec","A"
9,90,2,0,25,20,6,"gas","A"
9,90,3,1,15,30,8,"gas","A"
10,91,1,1,20,20,6,"gas","A"
10,91,2,0,20,30,7,"elec","A"
10,91,3,0,20,25,8,"elec","A"
10,92,1,0,25,25,7,"gas","A"
10,92,2,0,20,25,6,"elec","A"
10,92,3,1,20,30,8,"gas","A"
10,93,1,0,25,30,7,"gas","A"
10,93,2,1,15,25,8,"gas","A"
10,93,3,0,15,20,7,"elec","A"
10,94,1,1,20,20,7,"gas","A"
10,94,2,0,25,25,6,"elec","A"
10,94,3,0,25,20,6,"gas","A"
10,95,1,0,15,25,7,"elec","A"
10,95,2,0,20,25,6,"gas","A"
10,95,3,1,15,20,7,"gas","A"
10,96,1,0,25,20,8,"elec","A"
10,96,2,0,20,20,6,"elec","A"
10,96,3,1,15,30,7,"elec","A"
10,97,1,0,25,20,7,"elec","A"
10,97,2,0,15,25,7,"elec","A"
10,97,3,1,15,25,7,"gas","A"
10,98,1,0,25,25,6,"elec","A"
10,98,2,1,15,25,8,"gas","A"
10,98,3,0,20,20,6,"elec","A"
10,99,1,1,20,25,8,"gas","A"
10,99,2,0,25,25,7,"gas","A"
10,99,3,0,20,25,6,"elec","A"
10,100,1,0,25,30,8,"elec","A"
10,100,2,1,20,25,7,"elec","A"
10,100,3,0,15,20,8,"elec","A"
11,101,1,1,15,30,6,"gas","A"
11,101,2,0,25,20,6,"gas","A"
11,101,3,0,25,20,8,"elec","A"
11,102,1,0,25,25,7,"elec","A"
11,102,2,0,25,20,6,"elec","A"
11,102,3,1,25,20,7,"elec","A"
11,103,1,0,15,20,6,"elec","A"
11,103,2,0,20,30,6,"gas","A"
11,103,3,1,15,25,6,"gas","A"
11,104,1,1,25,20,8,"gas","A"
11,104,2,0,25,25,8,"elec","A"
11,104,3,0,25,20,6,"elec","A"
11,105,1,0,25,25,7,"elec","A"
11,105,2,1,20,20,7,"elec","A"
11,105,3,0,20,25,8,"elec","A"
11,106,1,1,15,25,7,"elec","A"
11,106,2,0,20,30,6,"elec","A"
11,106,3,0,25,30,8,"elec","A"
11,107,1,0,25,25,8,"gas","A"
11,107,2,1,20,25,7,"gas","A"
11,107,3,0,15,20,6,"elec","A"
11,108,1,0,25,30,7,"gas","A"
11,108,2,1,20,20,7,"gas","A"
11,108,3,0,25,25,8,"gas","A"
11,109,1,0,25,30,7,"elec","A"
11,109,2,1,15,20,8,"elec","A"
11,109,3,0,20,25,8,"elec","A"
11,110,1,1,20,25,8,"gas","A"
11,110,2,0,20,30,8,"gas","A"
11,110,3,0,25,25,7,"elec","A"
12,111,1,0,20,20,6,"gas","A"
12,111,2,1,20,30,6,"gas","A"
12,111,3,0,20,30,7,"elec","A"
12,112,1,1,15,30,8,"elec","A"
12,112,2,0,25,25,8,"elec","A"
12,112,3,0,25,20,8,"gas","A"
12,113,1,0,25,25,8,"gas","A"
12,113,2,0,15,30,8,"elec","A"
12,113,3,1,20,30,8,"gas","A"
12,114,1,1,15,30,8,"gas","A"
12,114,2,0,25,30,6,"elec","A"
12,114,3,0,15,20,8,"elec","A"
12,115,1,1,20,30,7,"gas","A"
12,115,2,0,15,30,6,"elec","A"
12,115,3,0,25,20,7,"gas","A"
12,116,1,0,25,30,6,"gas","A"
12,116,2,0,25,20,6,"elec","A"
12,116,3,1,15,30,6,"elec","A"
12,117,1,1,15,25,7,"elec","A"
12,117,2,0,20,30,8,"gas","A"
12,117,3,0,20,25,6,"gas","A"
12,118,1,0,15,20,7,"gas","A"
12,118,2,0,20,20,6,"gas","A"
12,118,3,1,15,25,8,"gas","A"
12,119,1,1,15,20,6,"gas","A"
12,119,2,0,20,25,6,"elec","A"
12,119,3,0,15,25,8,"gas","A"
12,120,1,0,25,25,7,"gas","A"
12,120,2,0,25,25,6,"gas","A"
12,120,3,1,15,30,8,"elec","A"
13,121,1,0,25,20,7,"elec","A"
13,121,2,0,25,20,6,"elec","A"
13,121,3,1,20,30,8,"elec","A"
13,122,1,1,20,20,7,"elec","A"
13,122,2,0,20,20,8,"elec","A"
13,122,3,0,25,20,8,"elec","A"
13,123,1,0,25,25,6,"gas","A"
13,123,2,1,15,25,8,"elec","A"
13,123,3,0,25,20,7,"gas","A"
13,124,1,1,15,25,8,"elec","A"
13,124,2,0,25,20,6,"elec","A"
13,124,3,0,20,20,7,"gas","A"
13,125,1,0,20,30,8,"elec","A"
13,125,2,1,20,30,6,"gas","A"
13,125,3,0,15,30,8,"elec","A"
13,126,1,1,15,25,8,"gas","A"
13,126,2,0,25,20,8,"gas","A"
13,126,3,0,25,20,6,"elec","A"
13,127,1,0,20,20,6,"elec","A"
13,127,2,1,20,20,8,"gas","A"
13,127,3,0,20,30,6,"elec","A"
13,128,1,0,20,30,6,"gas","A"
13,128,2,1,15,25,7,"gas","A"
13,128,3,0,25,25,8,"gas","A"
13,129,1,0,25,20,8,"elec","A"
13,129,2,0,25,30,7,"gas","A"
13,129,3,1,15,20,8,"elec","A"
13,130,1,1,20,20,6,"gas","A"
13,130,2,0,20,25,8,"elec","A"
13,130,3,0,25,25,6,"gas","A"
14,131,1,0,20,25,6,"elec","A"
14,131,2,1,15,30,8,"elec","A"
14,131,3,0,25,20,6,"gas","A"
14,132,1,0,20,25,6,"gas","A"
14,132,2,0,20,20,6,"elec","A"
14,132,3,1,15,25,6,"gas","A"
14,133,1,0,20,25,7,"elec","A"
14,133,2,1,25,20,8,"gas","A"
14,133,3,0,25,20,7,"gas","A"
14,134,1,0,25,30,6,"gas","A"
14,134,2,1,15,30,8,"gas","A"
14,134,3,0,25,20,8,"elec","A"
14,135,1,0,20,20,6,"elec","A"
14,135,2,1,15,20,6,"gas","A"
14,135,3,0,25,25,8,"elec","A"
14,136,1,0,25,20,6,"elec","A"
14,136,2,1,20,30,6,"gas","A"
14,136,3,0,15,30,7,"elec","A"
14,137,1,1,15,20,6,"gas","A"
14,137,2,0,15,30,8,"gas","A"
14,137,3,0,15,25,7,"elec","A"
14,138,1,0,15,30,7,"elec","A"
14,138,2,0,15,20,7,"elec","A"
14,138,3,1,15,20,7,"gas","A"
14,139,1,0,20,30,7,"gas","A"
14,139,2,0,15,30,6,"gas","A"
14,139,3,1,15,20,7,"gas","A"
14,140,1,1,20,25,6,"gas","A"
14,140,2,0,20,30,6,"gas","A"
14,140,3,0,25,25,8,"elec","A"
15,141,1,0,25,25,6,"gas","A"
15,141,2,1,20,20,6,"gas","A"
15,141,3,0,20,25,6,"gas","A"
15,142,1,0,15,30,8,"elec","A"
15,142,2,0,25,25,8,"gas","A"
15,142,3,1,15,30,7,"gas","A"
15,143,1,1,15,30,6,"elec","A"
15,143,2,0,20,20,8,"elec","A"
15,143,3,0,25,20,8,"elec","A"
15,144,1,0,25,30,6,"gas","A"
15,144,2,0,25,25,7,"gas","A"
15,144,3,1,15,30,6,"elec","A"
15,145,1,1,15,30,6,"gas","A"
15,145,2,0,25,20,8,"elec","A"
15,145,3,0,20,25,7,"elec","A"
15,146,1,0,15,20,8,"elec","A"
15,146,2,0,25,25,6,"elec","A"
15,146,3,1,20,30,8,"gas","A"
15,147,1,1,15,30,8,"elec","A"
15,147,2,0,20,20,7,"gas","A"
15,147,3,0,15,20,8,"elec","A"
15,148,1,0,20,20,7,"elec","A"
15,148,2,1,20,25,7,"elec","A"
15,148,3,0,15,25,7,"elec","A"
15,149,1,0,25,20,6,"elec","A"
15,149,2,0,20,25,8,"elec","A"
15,149,3,1,20,30,7,"gas","A"
15,150,1,0,20,30,7,"elec","A"
15,150,2,1,15,25,6,"gas","A"
15,150,3,0,25,25,6,"gas","A"
16,151,1,0,25,30,6,"gas","A"
16,151,2,1,15,30,7,"elec","A"
16,151,3,0,20,20,7,"elec","A"
16,152,1,1,15,30,7,"elec","A"
16,152,2,0,20,20,6,"gas","A"
16,152,3,0,20,30,6,"elec","A"
16,153,1,0,25,20,8,"elec","A"
16,153,2,1,25,20,7,"elec","A"
16,153,3,0,25,20,6,"elec","A"
16,154,1,0,25,25,8,"elec","A"
16,154,2,1,15,25,7,"elec","A"
16,154,3,0,25,30,8,"gas","A"
16,155,1,0,25,20,7,"elec","A"
16,155,2,0,15,25,7,"elec","A"
16,155,3,1,20,30,6,"elec","A"
16,156,1,0,20,30,6,"elec","A"
16,156,2,0,25,25,6,"elec","A"
16,156,3,1,15,20,7,"elec","A"
16,157,1,0,20,20,7,"gas","A"
16,157,2,0,15,30,7,"elec","A"
16,157,3,1,20,30,8,"gas","A"
16,158,1,1,15,30,7,"gas","A"
16,158,2,0,20,20,8,"elec","A"
16,158,3,0,25,20,7,"elec","A"
16,159,1,0,15,20,6,"elec","A"
16,159,2,0,25,25,6,"gas","A"
16,159,3,1,15,20,8,"gas","A"
16,160,1,1,15,20,7,"gas","A"
16,160,2,0,25,20,7,"elec","A"
16,160,3,0,25,25,6,"elec","A"
17,161,1,1,20,20,8,"gas","A"
17,161,2,0,20,20,7,"elec","A"
17,161,3,0,25,30,8,"elec","A"
17,162,1,0,20,20,8,"elec","A"
17,162,2,1,20,25,6,"elec","A"
17,162,3,0,20,20,6,"gas","A"
17,163,1,1,20,30,8,"elec","A"
17,163,2,0,20,20,8,"elec","A"
17,163,3,0,20,20,7,"elec","A"
17,164,1,0,15,20,7,"elec","A"
17,164,2,0,25,25,8,"elec","A"
17,164,3,1,15,25,7,"elec","A"
17,165,1,1,15,20,7,"gas","A"
17,165,2,0,15,25,7,"elec","A"
17,165,3,0,15,25,7,"gas","A"
17,166,1,0,20,30,6,"elec","A"
17,166,2,0,20,20,8,"elec","A"
17,166,3,1,15,25,8,"elec","A"
17,167,1,0,20,25,8,"elec","A"
17,167,2,1,15,25,6,"elec","A"
17,167,3,0,25,30,6,"gas","A"
17,168,1,0,20,20,6,"elec","A"
17,168,2,0,15,25,6,"elec","A"
17,168,3,1,15,25,6,"gas","A"
17,169,1,0,25,30,8,"elec","A"
17,169,2,0,20,30,7,"gas","A"
17,169,3,1,15,30,7,"gas","A"
17,170,1,0,25,20,8,"elec","A"
17,170,2,0,20,25,8,"elec","A"
17,170,3,1,20,20,6,"gas","A"
18,171,1,1,15,20,8,"elec","A"
18,171,2,0,20,20,8,"gas","A"
18,171,3,0,15,25,7,"elec","A"
18,172,1,1,20,25,6,"gas","A"
18,172,2,0,20,30,8,"gas","A"
18,172,3,0,20,30,6,"elec","A"
18,173,1,0,25,20,7,"elec","A"
18,173,2,1,20,20,7,"gas","A"
18,173,3,0,25,20,7,"gas","A"
18,174,1,0,20,30,6,"elec","A"
18,174,2,0,25,25,7,"gas","A"
18,174,3,1,15,25,7,"gas","A"
18,175,1,1,15,25,6,"gas","A"
18,175,2,0,25,25,7,"gas","A"
18,175,3,0,20,20,7,"gas","A"
18,176,1,1,15,30,8,"gas","A"
18,176,2,0,20,20,7,"elec","A"
18,176,3,0,25,30,6,"elec","A"
18,177,1,0,25,30,7,"gas","A"
18,177,2,0,20,20,8,"elec","A"
18,177,3,1,20,30,6,"gas","A"
18,178,1,0,15,20,7,"gas","A"
18,178,2,0,25,30,7,"elec","A"
18,178,3,1,15,25,7,"gas","A"
18,179,1,0,20,30,6,"elec","A"
18,179,2,0,15,20,7,"elec","A"
18,179,3,1,15,25,8,"gas","A"
18,180,1,0,15,30,7,"elec","A"
18,180,2,0,20,25,6,"gas","A"
18,180,3,1,15,30,8,"gas","A"
19,181,1,0,25,30,7,"gas","A"
19,181,2,1,15,20,7,"gas","A"
19,181,3,0,20,20,6,"elec","A"
19,182,1,1,20,25,6,"gas","A"
19,182,2,0,25,20,6,"elec","A"
19,182,3,0,20,25,7,"elec","A"
19,183,1,1,15,20,7,"gas","A"
19,183,2,0,25,25,8,"gas","A"
19,183,3,0,15,25,7,"elec","A"
19,184,1,1,15,20,7,"gas","A"
19,184,2,0,20,30,7,"elec","A"
19,184,3,0,25,30,6,"gas","A"
19,185,1,1,15,20,6,"gas","A"
19,185,2,0,25,20,6,"gas","A"
19,185,3,0,25,25,8,"gas","A"
19,186,1,0,20,25,8,"elec","A"
19,186,2,0,25,25,6,"elec","A"
19,186,3,1,15,30,6,"elec","A"
19,187,1,1,20,25,8,"gas","A"
19,187,2,0,25,25,6,"elec","A"
19,187,3,0,15,25,8,"elec","A"
19,188,1,0,25,20,6,"elec","A"
19,188,2,1,25,30,8,"gas","A"
19,188,3,0,25,25,7,"elec","A"
19,189,1,0,20,20,6,"elec","A"
19,189,2,0,25,25,7,"gas","A"
19,189,3,1,15,30,8,"gas","A"
19,190,1,1,15,20,7,"gas","A"
19,190,2,0,25,30,7,"gas","A"
19,190,3,0,15,30,8,"gas","A"
20,191,1,0,25,30,8,"elec","A"
20,191,2,1,20,25,8,"elec","A"
20,191,3,0,20,30,6,"elec","A"
20,192,1,0,25,25,6,"gas","A"
20,192,2,1,20,30,8,"gas","A"
20,192,3,0,15,30,8,"elec","A"
20,193,1,1,15,30,7,"gas","A"
20,193,2,0,20,30,7,"elec","A"
20,193,3,0,15,20,8,"gas","A"
20,194,1,1,25,20,7,"gas","A"
20,194,2,0,25,20,7,"elec","A"
20,194,3,0,25,25,7,"gas","A"
20,195,1,0,20,25,8,"elec","A"
20,195,2,1,25,25,8,"gas","A"
20,195,3,0,25,20,6,"elec","A"
20,196,1,1,15,25,7,"elec","A"
20,196,2,0,20,25,8,"elec","A"
20,196,3,0,25,20,8,"elec","A"
20,197,1,0,15,20,8,"elec","A"
20,197,2,1,15,30,7,"gas","A"
20,197,3,0,15,20,7,"gas","A"
20,198,1,0,15,25,7,"elec","A"
20,198,2,0,20,30,8,"elec","A"
20,198,3,1,15,20,6,"elec","A"
20,199,1,0,15,25,8,"gas","A"
20,199,2,0,25,20,8,"gas","A"
20,199,3,1,15,20,7,"gas","A"
20,200,1,0,25,30,6,"elec","A"
20,200,2,0,25,25,8,"elec","A"
20,200,3,1,15,25,8,"gas","A"
21,201,1,0,25,20,6,"gas","A"
21,201,2,0,25,30,7,"elec","A"
21,201,3,1,15,20,8,"gas","A"
21,202,1,1,20,25,6,"gas","A"
21,202,2,0,20,25,6,"elec","A"
21,202,3,0,15,20,7,"elec","A"
21,203,1,0,15,20,6,"gas","A"
21,203,2,0,25,25,7,"gas","A"
21,203,3,1,15,30,6,"gas","A"
21,204,1,0,20,20,7,"gas","A"
21,204,2,0,25,30,8,"elec","A"
21,204,3,1,15,20,8,"gas","A"
21,205,1,0,15,30,8,"elec","A"
21,205,2,0,25,20,8,"elec","A"
21,205,3,1,15,25,6,"gas","A"
21,206,1,1,20,30,8,"elec","A"
21,206,2,0,25,30,8,"elec","A"
21,206,3,0,25,25,7,"elec","A"
21,207,1,0,25,30,6,"gas","A"
21,207,2,0,20,20,8,"gas","A"
21,207,3,1,15,25,8,"elec","A"
21,208,1,0,20,20,6,"elec","A"
21,208,2,0,25,25,7,"gas","A"
21,208,3,1,15,20,8,"gas","A"
21,209,1,1,15,25,6,"elec","A"
21,209,2,0,25,20,8,"elec","A"
21,209,3,0,25,20,7,"elec","A"
21,210,1,0,20,20,7,"elec","A"
21,210,2,0,15,30,6,"elec","A"
21,210,3,1,15,20,8,"gas","A"
22,211,1,0,25,25,8,"gas","A"
22,211,2,0,25,30,8,"gas","A"
22,211,3,1,15,25,8,"elec","A"
22,212,1,0,25,25,7,"elec","A"
22,212,2,1,15,25,8,"gas","A"
22,212,3,0,20,30,7,"gas","A"
22,213,1,0,25,30,6,"elec","A"
22,213,2,0,25,20,8,"gas","A"
22,213,3,1,15,30,6,"gas","A"
22,214,1,0,25,25,8,"gas","A"
22,214,2,1,15,30,7,"elec","A"
22,214,3,0,20,20,6,"elec","A"
22,215,1,1,15,25,8,"gas","A"
22,215,2,0,15,25,8,"elec","A"
22,215,3,0,25,30,8,"gas","A"
22,216,1,0,15,20,8,"elec","A"
22,216,2,1,20,30,6,"gas","A"
22,216,3,0,20,30,6,"elec","A"
22,217,1,0,25,30,7,"gas","A"
22,217,2,0,15,25,6,"elec","A"
22,217,3,1,15,30,8,"gas","A"
22,218,1,0,20,20,7,"elec","A"
22,218,2,1,15,25,7,"elec","A"
22,218,3,0,15,30,6,"elec","A"
22,219,1,0,20,25,8,"elec","A"
22,219,2,1,15,25,8,"gas","A"
22,219,3,0,25,20,6,"gas","A"
22,220,1,1,25,25,7,"gas","A"
22,220,2,0,20,30,6,"elec","A"
22,220,3,0,20,25,8,"elec","A"
23,221,1,0,25,30,7,"elec","A"
23,221,2,1,25,30,7,"gas","A"
23,221,3,0,25,30,6,"elec","A"
